0,0
0.04250882,-0.005281063
0.04257414,0.02510276
0.04263929,-0.02320513
0.04287287,-0.0235351
0.04311053,-0.02404091
0.04335689,-0.02546067
0.04346397,-0.02637724
0.04367534,-0.03200917
0.04372441,-0.03392997
0.04380312,-0.04062667
0.04388574,-0.03339303
0.04401783,-0.09964545
0.04408118,-0.1863615
0.04421376,-0.4157567
0.04551233,-2.988892
0.04733054,-6.199625
0.05043846,-9.26574
0.05337254,-1.002491e-06
0.05347533,-0.03280841
0.05372601,-0.03220366
0.05404494,-0.03173552
0.05411985,-0.03190485
0.05417578,-0.03199213
0.05423657,-0.02986225
0.06296138,-9.321661
0.07474201,-8.466031
0.09546579,-7.805704
0.1151323,-7.579205
0.1284549,-7.482609
0.1889639,-7.24684
0.2081823,-7.203064
0.2606895,-7.114126
0.2872,-7.079516
0.314461,-7.048354
0.3255942,-7.036628
0.3313673,-7.030742
0.4013285,-6.967458
0.4707114,-6.914531
0.5395972,-6.867756
0.5621843,-6.853304
0.6080353,-6.825012
0.6308948,-6.811356
0.658614,-6.795141
0.6701493,-6.788495
0.6760608,-6.785111
0.743699,-6.74733
0.8109681,-6.711205
0.8778828,-6.676423
0.9166394,-6.656723
0.9444553,-6.642763
0.9531289,-6.638439
0.9769727,-6.626619
0.9845267,-6.622894
0.9892553,-6.620568
0.995329,-6.617584
1.003015,-6.613818
1.010696,-6.610063
1.039632,-6.595999
1.067045,-6.582789
1.076614,-6.578203
1.081291,-6.575966
1.0854,-6.574003
1.088396,-6.572574
1.09051,-6.571566
1.09176,-6.57097
1.093011,-6.570374
1.115408,-6.559737
1.130298,-6.552702
1.137537,-6.549292
1.142218,-6.547091
1.144972,-6.545797
1.171444,-6.533405
1.18353,-6.527775
1.190207,-6.524672
1.193318,-6.523228
1.195729,-6.52211
1.19814,-6.520992
1.20055,-6.519875
1.207514,-6.516653
1.236721,-6.503196
1.272508,-6.486832
1.284798,-6.481244
1.296163,-6.476089
1.299216,-6.474707
1.301466,-6.473689
1.303714,-6.472672
1.305963,-6.471655
1.311835,-6.469003
1.337208,-6.457581
1.350704,-6.45153
1.389737,-6.434128
1.401618,-6.428859
1.40573,-6.427038
1.413397,-6.423647
1.416433,-6.422306
1.418452,-6.421414
1.420471,-6.420523
1.422489,-6.419633
1.423236,-6.419303
1.423982,-6.418974
1.465743,-6.400633
1.506459,-6.382893
1.529588,-6.372876
1.53684,-6.369745
1.54163,-6.367679
1.544014,-6.366651
1.545503,-6.366009
1.546992,-6.365368
1.548481,-6.364726
1.549969,-6.364085
1.593159,-6.345563
1.639577,-6.325815
1.649956,-6.321421
1.654364,-6.319558
1.656458,-6.318673
1.657751,-6.318127
1.660992,-6.316758
1.664232,-6.315391
1.665068,-6.315038
1.665688,-6.314777
1.71949,-6.292187
1.746582,-6.280889
1.771079,-6.270717
1.775006,-6.26909
1.777835,-6.267919
1.781045,-6.26659
1.78226,-6.266088
1.827651,-6.24738
1.835447,-6.244181
1.841178,-6.241832
1.880561,-6.225746
1.894331,-6.220145
1.899979,-6.217851
1.903466,-6.216436
1.904618,-6.215969
1.917647,-6.210689
1.945792,-6.19932
1.956836,-6.194872
1.966205,-6.191105
1.969029,-6.18997
1.971853,-6.188836
2.012221,-6.17268
2.015629,-6.17132
2.019036,-6.169962
2.022471,-6.168593
2.023362,-6.168238
2.041756,-6.160921
2.057799,-6.154556
2.068052,-6.150495
2.079654,-6.145909
2.083248,-6.14449
2.086841,-6.143071
2.100584,-6.137654
2.12766,-6.127013
2.138567,-6.122739
2.147152,-6.119379
2.149668,-6.118395
2.152542,-6.117271
2.153562,-6.116873
2.173135,-6.109236
2.195692,-6.100461
2.200083,-6.098756
2.204472,-6.097053
2.214591,-6.093131
2.220319,-6.090914
2.257631,-6.076513
2.265335,-6.073548
2.269682,-6.071878
2.275384,-6.069687
2.335944,-6.046533
