274.28,-446.3,274.88,-434.31,274.58,-440.3
258.39,-450.12,252.41,-439.71,255.4,-444.91
247.08,-461.92,236.43,-456.41,241.75,-459.17
243.96,-477.97,232.01,-479.09,237.99,-478.53
250.02,-493.16,240.57,-500.56,245.29,-496.86
262.23,-505.66,253.74,-514.15,257.99,-509.91
276.37,-519.81,267.88,-528.29,272.13,-524.05
290.51,-533.95,282.03,-542.43,286.27,-538.19
304.65,-548.09,296.17,-556.58,300.41,-552.33
318.8,-562.23,310.31,-570.72,314.55,-566.48
332.94,-574.68,326.18,-584.6,329.56,-579.64
349.39,-583.21,344.17,-594.01,346.78,-588.61
367.34,-595.3,359.28,-604.19,363.31,-599.75
381.15,-611.95,370.92,-618.22,376.03,-615.09
389.71,-631.83,378.13,-634.96,383.92,-633.39
392.32,-653.31,380.33,-653.05,386.32,-653.18
388.77,-674.66,377.34,-671.03,383.05,-672.84
379.35,-694.14,369.4,-687.43,374.38,-690.79
364.82,-710.18,357.17,-700.94,360.99,-705.56
346.36,-721.47,341.62,-710.44,343.99,-715.96
325.46,-727.1,324.02,-715.19,324.74,-721.14
306.34,-727.65,306.34,-715.65,306.34,-721.65
286.34,-727.65,286.34,-715.65,286.34,-721.65
266.34,-727.65,266.34,-715.65,266.34,-721.65
246.34,-727.65,246.34,-715.65,246.34,-721.65
226.34,-727.65,226.34,-715.65,226.34,-721.65
206.34,-727.65,206.34,-715.65,206.34,-721.65
186.34,-727.65,186.34,-715.65,186.34,-721.65
166.34,-727.65,166.34,-715.65,166.34,-721.65
146.34,-727.65,146.34,-715.65,146.34,-721.65
126.34,-727.65,126.34,-715.65,126.34,-721.65
106.34,-727.65,106.34,-715.65,106.34,-721.65
86.34,-727.65,86.34,-715.65,86.34,-721.65
66.34,-727.65,66.34,-715.65,66.34,-721.65
46.34,-727.65,46.34,-715.65,46.34,-721.65
26.34,-727.65,26.34,-715.65,26.34,-721.65
5.2149,-726.53,7.5989,-714.77,6.4069,-720.65
-15.28,-717.87,-8.5039,-707.96,-11.892,-712.91
-30.782,-701.9,-20.684,-695.42,-25.733,-698.66
-38.845,-681.17,-27.019,-679.13,-32.932,-680.15
-39.66,-661.65,-27.66,-661.65,-33.66,-661.65
-39.66,-641.65,-27.66,-641.65,-33.66,-641.65
-39.66,-621.65,-27.66,-621.65,-33.66,-621.65
-39.66,-601.65,-27.66,-601.65,-33.66,-601.65
-43.822,-585.35,-33.291,-579.59,-38.556,-582.47
-55.289,-573.04,-48.806,-562.94,-52.048,-567.99
-71.255,-567.73,-70.406,-555.76,-70.83,-561.75
-91.052,-565.32,-87.89,-553.74,-89.471,-559.53
-110.93,-556.12,-104.15,-546.22,-107.54,-551.17
-126.7,-540.93,-117.05,-533.79,-121.88,-537.36
-136.63,-521.41,-125.18,-517.82,-130.91,-519.62
-139.66,-501.65,-127.66,-501.65,-133.66,-501.65
-139.66,-481.65,-127.66,-481.65,-133.66,-481.65
-139.66,-461.65,-127.66,-461.65,-133.66,-461.65
-139.66,-441.65,-127.66,-441.65,-133.66,-441.65
-139.66,-421.65,-127.66,-421.65,-133.66,-421.65
-139.66,-401.65,-127.66,-401.65,-133.66,-401.65
-139.66,-381.65,-127.66,-381.65,-133.66,-381.65
-139.66,-361.65,-127.66,-361.65,-133.66,-361.65
-139.66,-341.65,-127.66,-341.65,-133.66,-341.65
-139.66,-321.65,-127.66,-321.65,-133.66,-321.65
-139.66,-301.65,-127.66,-301.65,-133.66,-301.65
-139.66,-281.65,-127.66,-281.65,-133.66,-281.65
-139.66,-261.65,-127.66,-261.65,-133.66,-261.65
-139.66,-241.65,-127.66,-241.65,-133.66,-241.65
-139.66,-221.65,-127.66,-221.65,-133.66,-221.65
-139.66,-201.65,-127.66,-201.65,-133.66,-201.65
-139.66,-181.65,-127.66,-181.65,-133.66,-181.65
-139.66,-161.65,-127.66,-161.65,-133.66,-161.65
-139.66,-141.65,-127.66,-141.65,-133.66,-141.65
-139.1,-121.14,-127.15,-122.21,-133.12,-121.68
-135.68,-100.54,-124.02,-103.39,-129.85,-101.96
-129.22,-80.686,-118.12,-85.237,-123.67,-82.961
-119.88,-62.014,-109.58,-68.17,-114.73,-65.092
-107.86,-44.943,-98.594,-52.565,-103.23,-48.754
-93.431,-29.854,-85.403,-38.774,-89.417,-34.314
-76.912,-17.086,-70.303,-27.102,-73.608,-22.094
-58.674,-6.923,-53.633,-17.813,-56.153,-12.368
-39.125,0.4077,-35.763,-11.112,-37.444,-5.3521
-18.702,4.7422,-17.095,-7.1497,-17.898,-1.2038
