0,0.005335039
0.006212209,1
0.01663395,1
0.02905791,1
0.04384393,1
0.06134664,1
0.0823911,1
0.09996568,1
0.1343242,1
0.1644166,1
0.1750447,1
0.1856728,1
0.1999657,1
0.2116517,1
0.2233378,1
0.2359861,1
0.2492933,1
0.2624324,1
0.2879697,1
0.2999657,1
0.3152984,1
0.3332004,1
0.3762719,1
0.3921563,1
0.3999657,1
0.4232179,1
0.4426755,1
0.462133,1
0.481642,1
0.4999657,1
0.5198529,1
0.5423414,1
0.6250182,1
0.7244141,1
0.8255001,1
0.8577541,1
0.8999657,1
1.036644,1
1.268173,1
1.467955,1
1.699966,1
1.899966,1
1.933941,1
1.967917,1
1.999966,1
2.033941,1
2.067917,1
2.533941,1
2.999966,1
3.435515,1
3.899966,1
3.936762,1
3.973559,1
3.999966,1
4.036977,1
4.073988,1
4.099966,1
4.137189,1
4.174412,1
4.246619,1
4.284055,1
4.299966,1
4.335834,1
4.374493,1
4.399966,1
4.434267,1
4.473388,1
4.499966,1
4.534612,1
4.57369,1
4.599966,1
4.633689,1
4.672901,1
4.699966,1
4.733864,1
4.773054,1
4.799966,1
4.833142,1
4.872439,1
4.899966,1
4.933215,1
4.972502,1
4.999966,1
5.032637,1
5.071705,1
5.099966,1
5.132911,1
5.171323,1
5.199966,1
5.232707,1
5.270471,1
5.299966,1
5.332917,1
5.369878,1
5.399966,1
5.432779,1
5.46892,1
5.499966,1
5.532946,1
5.56814,1
5.599966,1
5.632856,1
5.732989,1
5.832925,1
5.933022,1
5.999966,1
6.019617,1
6.139866,1
6.172139,1
6.199966,1
6.227899,1
6.337693,1
6.369302,1
6.396965,1
6.399966,1
6.457085,1
6.499966,1
6.526597,1
6.553228,1
6.588578,1
6.64518,1
6.682843,1
6.699966,1
6.73587,1
6.77459,1
6.873717,1
6.899966,1
6.933866,1
6.973055,1
6.999966,1
7.033897,1
7.073085,1
7.099966,1
7.133443,1
7.172697,1
7.199966,1
7.233362,1
7.27263,1
7.299966,1
7.332914,1
7.372249,1
7.399966,1
7.432773,1
7.471668,1
7.499966,1
7.532799,1
7.571051,1
7.599966,1
7.670351,1
7.699966,1
7.732838,1
7.769586,1
7.799966,1
7.832857,1
7.868734,1
7.899966,1
7.932891,1
7.967825,1
7.999966,1
8.032917,1
8.066869,1
8.099966,1
8.199966,1
8.232971,1
8.299966,1
